


0;0;0.0000;10000
1;886;0.9997;10000
2;886;0.9997;10000
3;886;0.9997;10000
4;886;0.9997;10000
5;886;0.9997;10000
6;886;0.9997;10000
7;886;0.9997;10000
8;886;0.9997;10000
9;886;0.9997;10000
10;886;0.9997;10000
11;886;0.9997;10000
12;886;0.9997;10000
13;886;0.9997;10000
14;886;0.9997;10000
15;886;0.9997;10000
16;886;0.9997;10000
17;886;0.9997;10000
18;886;0.9997;10000
19;886;0.9997;10000
20;886;0.9997;10000
21;886;0.9997;10000
22;886;0.9997;10000
23;886;0.9997;10000
24;886;0.9997;10000
25;886;0.9997;10000
26;886;0.9997;10000
27;886;0.9997;10000
28;886;0.9997;10000
29;886;0.9997;10000
