


[SEED] Inject 100 entries dans noeud 0
0;0.02;1;5000
1;0.44;22;5000
2;11.80;590;5000
3;82.68;4134;5000
4;99.76;4988;5000
5;100.00;5000;5000
6;100.00;5000;5000
7;100.00;5000;5000
8;100.00;5000;5000
9;100.00;5000;5000
10;100.00;5000;5000
11;100.00;5000;5000
12;100.00;5000;5000
13;100.00;5000;5000
14;100.00;5000;5000
15;100.00;5000;5000
16;100.00;5000;5000
17;100.00;5000;5000
18;100.00;5000;5000
19;100.00;5000;5000
20;100.00;5000;5000
21;100.00;5000;5000
22;100.00;5000;5000
23;100.00;5000;5000
24;100.00;5000;5000
25;100.00;5000;5000
26;100.00;5000;5000
27;100.00;5000;5000
28;100.00;5000;5000
29;100.00;5000;5000
30;100.00;5000;5000
31;100.00;5000;5000
32;100.00;5000;5000
33;100.00;5000;5000
34;100.00;5000;5000
35;100.00;5000;5000
36;100.00;5000;5000
37;100.00;5000;5000
38;100.00;5000;5000
39;100.00;5000;5000
40;100.00;5000;5000
41;100.00;5000;5000
42;100.00;5000;5000
43;100.00;5000;5000
44;100.00;5000;5000
45;100.00;5000;5000
46;100.00;5000;5000
47;100.00;5000;5000
48;100.00;5000;5000
49;100.00;5000;5000
50;100.00;5000;5000
51;100.00;5000;5000
52;100.00;5000;5000
53;100.00;5000;5000
54;100.00;5000;5000
55;100.00;5000;5000
56;100.00;5000;5000
57;100.00;5000;5000
58;100.00;5000;5000
59;100.00;5000;5000
60;100.00;5000;5000
61;100.00;5000;5000
62;100.00;5000;5000
63;100.00;5000;5000
64;100.00;5000;5000
65;100.00;5000;5000
66;100.00;5000;5000
67;100.00;5000;5000
68;100.00;5000;5000
69;100.00;5000;5000
70;100.00;5000;5000
71;100.00;5000;5000
72;100.00;5000;5000
73;100.00;5000;5000
74;100.00;5000;5000
75;100.00;5000;5000
76;100.00;5000;5000
77;100.00;5000;5000
78;100.00;5000;5000
79;100.00;5000;5000
80;100.00;5000;5000
81;100.00;5000;5000
82;100.00;5000;5000
83;100.00;5000;5000
84;100.00;5000;5000
85;100.00;5000;5000
86;100.00;5000;5000
87;100.00;5000;5000
88;100.00;5000;5000
89;100.00;5000;5000
90;100.00;5000;5000
91;100.00;5000;5000
92;100.00;5000;5000
93;100.00;5000;5000
94;100.00;5000;5000
95;100.00;5000;5000
96;100.00;5000;5000
97;100.00;5000;5000
98;100.00;5000;5000
99;100.00;5000;5000
100;100.00;5000;5000
101;100.00;5000;5000
102;100.00;5000;5000
103;100.00;5000;5000
104;100.00;5000;5000
105;100.00;5000;5000
106;100.00;5000;5000
107;100.00;5000;5000
108;100.00;5000;5000
109;100.00;5000;5000
110;100.00;5000;5000
111;100.00;5000;5000
112;100.00;5000;5000
113;100.00;5000;5000
114;100.00;5000;5000
115;100.00;5000;5000
116;100.00;5000;5000
117;100.00;5000;5000
118;100.00;5000;5000
119;100.00;5000;5000
