


[SEED] Inject 100 entries dans noeud 0
0;0.10;1;1000
1;4.00;40;1000
2;61.10;611;1000
3;99.10;991;1000
4;100.00;1000;1000
5;100.00;1000;1000
6;100.00;1000;1000
7;100.00;1000;1000
8;100.00;1000;1000
9;100.00;1000;1000
10;100.00;1000;1000
11;100.00;1000;1000
12;100.00;1000;1000
13;100.00;1000;1000
14;100.00;1000;1000
15;100.00;1000;1000
16;100.00;1000;1000
17;100.00;1000;1000
18;100.00;1000;1000
19;100.00;1000;1000
20;100.00;1000;1000
21;100.00;1000;1000
22;100.00;1000;1000
23;100.00;1000;1000
24;100.00;1000;1000
25;100.00;1000;1000
26;100.00;1000;1000
27;100.00;1000;1000
28;100.00;1000;1000
29;100.00;1000;1000
30;100.00;1000;1000
31;100.00;1000;1000
32;100.00;1000;1000
33;100.00;1000;1000
34;100.00;1000;1000
35;100.00;1000;1000
36;100.00;1000;1000
37;100.00;1000;1000
38;100.00;1000;1000
39;100.00;1000;1000
40;100.00;1000;1000
41;100.00;1000;1000
42;100.00;1000;1000
43;100.00;1000;1000
44;100.00;1000;1000
45;100.00;1000;1000
46;100.00;1000;1000
47;100.00;1000;1000
48;100.00;1000;1000
49;100.00;1000;1000
50;100.00;1000;1000
51;100.00;1000;1000
52;100.00;1000;1000
53;100.00;1000;1000
54;100.00;1000;1000
55;100.00;1000;1000
56;100.00;1000;1000
57;100.00;1000;1000
58;100.00;1000;1000
59;100.00;1000;1000
60;100.00;1000;1000
61;100.00;1000;1000
62;100.00;1000;1000
63;100.00;1000;1000
64;100.00;1000;1000
65;100.00;1000;1000
66;100.00;1000;1000
67;100.00;1000;1000
68;100.00;1000;1000
69;100.00;1000;1000
70;100.00;1000;1000
71;100.00;1000;1000
72;100.00;1000;1000
73;100.00;1000;1000
74;100.00;1000;1000
75;100.00;1000;1000
76;100.00;1000;1000
77;100.00;1000;1000
78;100.00;1000;1000
79;100.00;1000;1000
