


[SEED] Inject 100 entries dans noeud 0
0;0.20;1;500
1;6.00;30;500
2;73.80;369;500
3;99.60;498;500
4;100.00;500;500
5;100.00;500;500
6;100.00;500;500
7;100.00;500;500
8;100.00;500;500
9;100.00;500;500
10;100.00;500;500
11;100.00;500;500
12;100.00;500;500
13;100.00;500;500
14;100.00;500;500
15;100.00;500;500
16;100.00;500;500
17;100.00;500;500
18;100.00;500;500
19;100.00;500;500
20;100.00;500;500
21;100.00;500;500
22;100.00;500;500
23;100.00;500;500
24;100.00;500;500
25;100.00;500;500
26;100.00;500;500
27;100.00;500;500
28;100.00;500;500
29;100.00;500;500
30;100.00;500;500
31;100.00;500;500
32;100.00;500;500
33;100.00;500;500
34;100.00;500;500
35;100.00;500;500
36;100.00;500;500
37;100.00;500;500
38;100.00;500;500
39;100.00;500;500
40;100.00;500;500
41;100.00;500;500
42;100.00;500;500
43;100.00;500;500
44;100.00;500;500
45;100.00;500;500
46;100.00;500;500
47;100.00;500;500
48;100.00;500;500
49;100.00;500;500
50;100.00;500;500
51;100.00;500;500
52;100.00;500;500
53;100.00;500;500
54;100.00;500;500
55;100.00;500;500
56;100.00;500;500
57;100.00;500;500
58;100.00;500;500
59;100.00;500;500
