


[SEED] Inject 100 entries dans noeud 0
0;0.01;1;10000
1;0.96;96;10000
2;22.19;2219;10000
3;91.57;9157;10000
4;99.94;9994;10000
5;100.00;10000;10000
6;100.00;10000;10000
7;100.00;10000;10000
8;100.00;10000;10000
9;100.00;10000;10000
10;100.00;10000;10000
11;100.00;10000;10000
12;100.00;10000;10000
13;100.00;10000;10000
14;100.00;10000;10000
15;100.00;10000;10000
16;100.00;10000;10000
17;100.00;10000;10000
18;100.00;10000;10000
19;100.00;10000;10000
20;100.00;10000;10000
21;100.00;10000;10000
22;100.00;10000;10000
23;100.00;10000;10000
24;100.00;10000;10000
25;100.00;10000;10000
26;100.00;10000;10000
27;100.00;10000;10000
28;100.00;10000;10000
29;100.00;10000;10000
30;100.00;10000;10000
31;100.00;10000;10000
32;100.00;10000;10000
33;100.00;10000;10000
34;100.00;10000;10000
35;100.00;10000;10000
36;100.00;10000;10000
37;100.00;10000;10000
38;100.00;10000;10000
39;100.00;10000;10000
40;100.00;10000;10000
41;100.00;10000;10000
42;100.00;10000;10000
43;100.00;10000;10000
44;100.00;10000;10000
45;100.00;10000;10000
46;100.00;10000;10000
47;100.00;10000;10000
48;100.00;10000;10000
49;100.00;10000;10000
50;100.00;10000;10000
51;100.00;10000;10000
52;100.00;10000;10000
53;100.00;10000;10000
54;100.00;10000;10000
55;100.00;10000;10000
56;100.00;10000;10000
57;100.00;10000;10000
58;100.00;10000;10000
59;100.00;10000;10000
60;100.00;10000;10000
61;100.00;10000;10000
62;100.00;10000;10000
63;100.00;10000;10000
64;100.00;10000;10000
65;100.00;10000;10000
66;100.00;10000;10000
67;100.00;10000;10000
68;100.00;10000;10000
69;100.00;10000;10000
70;100.00;10000;10000
71;100.00;10000;10000
72;100.00;10000;10000
73;100.00;10000;10000
74;100.00;10000;10000
75;100.00;10000;10000
76;100.00;10000;10000
77;100.00;10000;10000
78;100.00;10000;10000
79;100.00;10000;10000
80;100.00;10000;10000
81;100.00;10000;10000
82;100.00;10000;10000
83;100.00;10000;10000
84;100.00;10000;10000
85;100.00;10000;10000
86;100.00;10000;10000
87;100.00;10000;10000
88;100.00;10000;10000
89;100.00;10000;10000
90;100.00;10000;10000
91;100.00;10000;10000
92;100.00;10000;10000
93;100.00;10000;10000
94;100.00;10000;10000
95;100.00;10000;10000
96;100.00;10000;10000
97;100.00;10000;10000
98;100.00;10000;10000
99;100.00;10000;10000
100;100.00;10000;10000
101;100.00;10000;10000
102;100.00;10000;10000
103;100.00;10000;10000
104;100.00;10000;10000
105;100.00;10000;10000
106;100.00;10000;10000
107;100.00;10000;10000
108;100.00;10000;10000
109;100.00;10000;10000
110;100.00;10000;10000
111;100.00;10000;10000
112;100.00;10000;10000
113;100.00;10000;10000
114;100.00;10000;10000
115;100.00;10000;10000
116;100.00;10000;10000
117;100.00;10000;10000
118;100.00;10000;10000
119;100.00;10000;10000
120;100.00;10000;10000
121;100.00;10000;10000
122;100.00;10000;10000
123;100.00;10000;10000
124;100.00;10000;10000
125;100.00;10000;10000
126;100.00;10000;10000
127;100.00;10000;10000
128;100.00;10000;10000
129;100.00;10000;10000
130;100.00;10000;10000
131;100.00;10000;10000
132;100.00;10000;10000
133;100.00;10000;10000
134;100.00;10000;10000
135;100.00;10000;10000
136;100.00;10000;10000
137;100.00;10000;10000
138;100.00;10000;10000
139;100.00;10000;10000
140;100.00;10000;10000
141;100.00;10000;10000
142;100.00;10000;10000
143;100.00;10000;10000
144;100.00;10000;10000
145;100.00;10000;10000
146;100.00;10000;10000
147;100.00;10000;10000
148;100.00;10000;10000
149;100.00;10000;10000
